ID,spec,P0,P0C0,P0C0N,P0C1,P0C1N,P0C2,P0C2N,P0C3,P0C3N,P0C4,P0C4N,P0C5,P0C5N,P0C6,P0C6N,P0C7,P0C7N,P0C8,P0C8N,P0C9,P0C9N,P0C10,P0C10N,P0C11,P0C11N,P1,P1C0,P1C0N,P1C1,P1C1N,P1C2,P1C2N,P1C3,P1C3N,P1C4,P1C4N,P1C5,P1C5N,P1C6,P1C6N,P1C7,P1C7N,P1C8,P1C8N,P1C9,P1C9N,P1C10,P1C10N,P1C11,P1C11N,P2,P2C0,P2C0N,P2C1,P2C1N,P2C2,P2C2N,P2C3,P2C3N,P2C4,P2C4N,P2C5,P2C5N,P2C6,P2C6N,P2C7,P2C7N,P2C8,P2C8N,P2C9,P2C9N,P2C10,P2C10N,P2C11,P2C11N,P3,P3C0,P3C0N,P3C1,P3C1N,P3C2,P3C2N,P3C3,P3C3N,P3C4,P3C4N,P3C5,P3C5N,P3C6,P3C6N,P3C7,P3C7N,P3C8,P3C8N,P3C9,P3C9N,P3C10,P3C10N,P3C11,P3C11N,P4,P4C0,P4C0N,P4C1,P4C1N,P4C2,P4C2N,P4C3,P4C3N,P4C4,P4C4N,P4C5,P4C5N,P4C6,P4C6N,P4C7,P4C7N,P4C8,P4C8N,P4C9,P4C9N,P4C10,P4C10N,P4C11,P4C11N,P5,P5C0,P5C0N,P5C1,P5C1N,P5C2,P5C2N,P5C3,P5C3N,P5C4,P5C4N,P5C5,P5C5N,P5C6,P5C6N,P5C7,P5C7N,P5C8,P5C8N,P5C9,P5C9N,P5C10,P5C10N,P5C11,P5C11N,P6,P6C0,P6C0N,P6C1,P6C1N,P6C2,P6C2N,P6C3,P6C3N,P6C4,P6C4N,P6C5,P6C5N,P6C6,P6C6N,P6C7,P6C7N,P6C8,P6C8N,P6C9,P6C9N,P6C10,P6C10N,P6C11,P6C11N
1250,INGC,2,13.0,0.9500000000000001,28.0,0.43333333333333335,29.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,56.0,0.7833333333333333,28.0,0.5,110.0,0.6833333333333332,101.0,0.5,31.0,0.8166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,78.0,0.5833333333333334,79.0,0.5166666666666666,43.0,0.8333333333333334,14.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,91.0,0.5,71.0,0.5,19.0,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,170.0,0.75,90.0,0.5,2.0,0.6666666666666666,104.0,0.7166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,113.0,0.5499999999999999,102.0,0.85,18.0,0.20000000000000004,3.0,0.5333333333333333,183.0,0.6166666666666667,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2042,INGE,6,28.0,0.5499999999999999,29.0,0.5333333333333333,30.0,0.6666666666666666,175.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,110.0,0.6666666666666666,101.0,0.39999999999999997,31.0,0.5,32.0,0.5166666666666666,15.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2036,INGO,6,28.0,0.3,29.0,0.6166666666666667,30.0,0.45,175.0,0.8166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,28.0,0.35000000000000003,30.0,0.5166666666666666,110.0,0.5666666666666668,32.0,0.5499999999999999,105.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
241,INGI,1,65.0,0.7833333333333333,28.0,0.6666666666666666,30.0,0.6,110.0,0.48333333333333334,31.0,0.20000000000000004,32.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,110.0,0.7999999999999999,101.0,0.5166666666666666,31.0,0.6333333333333333,15.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,78.0,0.5666666666666668,79.0,0.45,43.0,0.7666666666666666,105.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,79.0,0.5,14.0,0.5166666666666666,71.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,90.0,0.5166666666666666,2.0,0.6666666666666666,91.0,0.5333333333333333,183.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,1.0,0.5,18.0,0.6166666666666667,104.0,0.6,76.0,0.6833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,3.0,0.6666666666666666,19.0,0.6166666666666667,103.0,0.5833333333333334,4.0,0.5666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
859,INGO,1,27.0,0.75,60.0,0.7833333333333333,90.0,0.7999999999999999,2.0,0.6166666666666667,91.0,0.8833333333333333,71.0,0.5166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,191.0,0.85,18.0,0.6166666666666667,104.0,0.65,76.0,0.6,20.0,0.6833333333333332,167.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,200.0,0.6666666666666666,3.0,0.7166666666666667,183.0,0.6333333333333333,4.0,0.6333333333333333,10.0,0.65,49.0,0.7666666666666666,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,32.0,0.5,68.0,0.6333333333333333,136.0,0.5499999999999999,130.0,0.65,137.0,0.5,138.0,0.7166666666666667,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,43.0,0.7666666666666666,11.0,0.7000000000000001,36.0,0.6333333333333333,257.0,0.7333333333333334,37.0,0.7166666666666667,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,103.0,0.6833333333333332,129.0,0.5666666666666668,131.0,0.6833333333333332,132.0,0.5333333333333333,133.0,0.7000000000000001,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,33.0,0.6833333333333332,57.0,0.5833333333333334,67.0,0.7833333333333333,268.0,0.6,62.0,0.6166666666666667,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
392,INGC,1,28.0,0.5,30.0,0.3833333333333333,110.0,0.43333333333333335,31.0,0.3833333333333333,43.0,0.5666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,30.0,0.5666666666666668,110.0,0.43333333333333335,15.0,0.7166666666666667,119.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,110.0,0.5499999999999999,101.0,0.3333333333333333,31.0,0.7999999999999999,16.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,78.0,0.43333333333333335,79.0,0.35000000000000003,105.0,0.4666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,78.0,0.5499999999999999,79.0,0.5,105.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,2.0,0.5666666666666668,91.0,0.5166666666666666,71.0,0.5166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,90.0,0.35000000000000003,104.0,0.5166666666666666,183.0,0.35000000000000003,68.0,0.5666666666666668,4.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
924,INGI,1,1.0,0.5333333333333333,2.0,0.6166666666666667,91.0,0.5666666666666668,46.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,60.0,0.6333333333333333,18.0,0.5833333333333334,3.0,0.6833333333333332,50.0,0.6833333333333332,55.0,0.5166666666666666,103.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,104.0,0.6,26.0,0.75,19.0,0.6,89.0,0.5,53.0,0.7166666666666667,41.0,0.65,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,58.0,0.85,151.0,0.7166666666666667,45.0,0.6,33.0,0.5499999999999999,40.0,0.5333333333333333,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,39.0,0.5499999999999999,54.0,0.6333333333333333,7.0,0.7333333333333334,9.0,0.5666666666666668,152.0,0.65,34.0,0.6666666666666666,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,59.0,0.5499999999999999,44.0,0.6166666666666667,145.0,0.5666666666666668,93.0,0.7666666666666666,47.0,0.9166666666666666,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,10.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
707,INGE,1,83.0,0.7999999999999999,110.0,0.5499999999999999,101.0,0.5333333333333333,43.0,0.5833333333333334,15.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,191.0,0.5499999999999999,78.0,0.5499999999999999,79.0,0.4666666666666666,14.0,0.43333333333333335,183.0,0.5166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,118.0,0.39999999999999997,79.0,0.5,14.0,0.6,90.0,0.3666666666666667,91.0,0.20000000000000004,71.0,0.43333333333333335,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,2.0,0.5,91.0,0.5166666666666666,71.0,0.6333333333333333,4.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,90.0,0.6166666666666667,18.0,0.6,104.0,0.5166666666666666,68.0,0.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,102.0,0.7666666666666666,127.0,0.7666666666666666,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,94.0,0.5833333333333334,95.0,0.5499999999999999,59.0,0.5166666666666666,70.0,0.7000000000000001,3.0,0.39999999999999997,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
522,INGI,1,18.0,0.7833333333333333,50.0,0.75,6.0,0.6666666666666666,40.0,0.5833333333333334,53.0,0.8166666666666668,9.0,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,147.0,0.5499999999999999,148.0,0.5666666666666668,58.0,0.5833333333333334,151.0,0.8666666666666667,46.0,0.6333333333333333,33.0,0.3833333333333333,47.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,1.0,0.5,63.0,0.6333333333333333,64.0,0.5833333333333334,54.0,0.75,44.0,0.5833333333333334,33.0,0.5333333333333333,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,59.0,0.5166666666666666,145.0,0.5499999999999999,45.0,0.8166666666666668,34.0,0.9,10.0,0.5333333333333333,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,17.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
584,INGO,1,14.0,0.5,90.0,0.5499999999999999,2.0,0.3666666666666667,71.0,0.21666666666666665,16.0,0.7166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,128.0,0.8666666666666667,2.0,0.5333333333333333,91.0,0.5166666666666666,104.0,0.6,71.0,0.5666666666666668,134.0,0.8166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,56.0,0.9666666666666667,32.0,0.7999999999999999,18.0,0.7166666666666667,183.0,0.5333333333333333,76.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,3.0,0.3833333333333333,4.0,0.6,76.0,0.5166666666666666,20.0,0.6333333333333333,167.0,0.75,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,43.0,0.6666666666666666,68.0,0.6666666666666666,103.0,0.7000000000000001,10.0,0.5,49.0,0.5833333333333334,11.0,0.5333333333333333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,129.0,0.4166666666666667,136.0,0.6666666666666666,130.0,0.6,137.0,0.5833333333333334,138.0,0.7666666666666666,133.0,0.5666666666666668,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,33.0,0.5,36.0,0.75,257.0,0.65,131.0,0.6666666666666666,37.0,0.7333333333333334,67.0,0.7999999999999999,0.0,0.0,0,0,0,0,0,0,0,0,0,0
223,INGO,1,28.0,0.6833333333333332,29.0,0.5,30.0,0.4666666666666666,31.0,0.08333333333333333,32.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,163.0,0.6333333333333333,30.0,0.5666666666666668,110.0,0.5333333333333333,43.0,0.7666666666666666,15.0,0.5166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,56.0,0.7166666666666667,101.0,0.31666666666666665,31.0,0.3666666666666667,105.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,31.0,0.5,78.0,0.7333333333333334,79.0,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,79.0,0.6333333333333333,14.0,0.7166666666666667,104.0,0.4166666666666667,71.0,0.48333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,90.0,0.5,2.0,0.6166666666666667,91.0,0.5666666666666668,71.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,18.0,0.5,3.0,0.5833333333333334,68.0,0.6333333333333333,76.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
657,INGO,1,83.0,0.7000000000000001,28.0,0.6333333333333333,30.0,0.4166666666666667,110.0,0.31666666666666665,31.0,0.06666666666666665,32.0,0.6833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,0.6,30.0,0.5333333333333333,110.0,0.5,43.0,0.6833333333333332,15.0,0.5166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,234.0,0.5666666666666668,56.0,0.75,101.0,0.25,31.0,0.8166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,78.0,0.4666666666666666,79.0,0.45,105.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,78.0,0.35000000000000003,79.0,0.6333333333333333,14.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
366,INGC,1,100.0,0.5833333333333334,30.0,0.5499999999999999,110.0,0.43333333333333335,31.0,0.39999999999999997,32.0,0.4666666666666666,15.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,110.0,0.5166666666666666,101.0,0.033333333333333326,31.0,0.8333333333333334,15.0,0.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,238.0,0.7333333333333334,56.0,0.9333333333333332,101.0,0.31666666666666665,32.0,0.5666666666666668,105.0,0.6833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,78.0,0.5,79.0,0.01666666666666668,43.0,0.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,79.0,0.5,14.0,0.7999999999999999,71.0,0.31666666666666665,183.0,0.5166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,90.0,0.5,2.0,0.5,91.0,0.4666666666666666,71.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,170.0,0.6,102.0,0.7333333333333334,91.0,0.5499999999999999,104.0,0.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2039,INGI,6,28.0,0.5,29.0,0.4666666666666666,30.0,0.5,175.0,0.7833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,29.0,0.6166666666666667,101.0,0.5666666666666668,32.0,0.6666666666666666,15.0,0.6333333333333333,105.0,0.3833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
865,INGI,1,90.0,0.5,2.0,0.5499999999999999,19.0,0.6333333333333333,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,91.0,0.5,18.0,0.5833333333333334,39.0,0.5499999999999999,26.0,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,104.0,0.5666666666666668,3.0,0.5,50.0,0.6166666666666667,7.0,0.7666666666666666,103.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,68.0,0.15,55.0,0.5166666666666666,89.0,0.5,45.0,0.5333333333333333,33.0,0.5499999999999999,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,68.0,0.7000000000000001,44.0,0.7666666666666666,6.0,0.7166666666666667,40.0,0.5,10.0,0.5666666666666668,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,58.0,0.8333333333333334,151.0,0.85,9.0,0.7333333333333334,93.0,0.7999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,59.0,0.5333333333333333,54.0,0.7166666666666667,53.0,0.4666666666666666,41.0,0.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
231,INGO,1,100.0,0.8333333333333334,56.0,0.9166666666666666,78.0,0.6833333333333332,79.0,0.5333333333333333,43.0,0.6166666666666667,14.0,0.5833333333333334,105.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,191.0,0.75,2.0,0.7166666666666667,91.0,0.6,104.0,0.5499999999999999,71.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,118.0,0.5833333333333334,60.0,0.7333333333333334,90.0,0.5166666666666666,3.0,0.5333333333333333,4.0,0.7000000000000001,76.0,0.31666666666666665,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,1.0,0.7666666666666666,18.0,0.7000000000000001,19.0,0.5833333333333334,103.0,0.7333333333333334,76.0,0.6333333333333333,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,183.0,0.8833333333333333,10.0,0.7333333333333334,49.0,0.8666666666666667,167.0,0.7999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,129.0,0.7333333333333334,20.0,0.8166666666666668,136.0,0.6166666666666667,130.0,0.7833333333333333,137.0,0.6,138.0,0.7333333333333334,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,68.0,0.7666666666666666,33.0,0.5833333333333334,11.0,0.7833333333333333,36.0,0.7333333333333334,257.0,0.5833333333333334,37.0,0.5833333333333334,0.0,0.0,0,0,0,0,0,0,0,0,0,0
35155954,INGO,1,5.0,0.5499999999999999,101.0,0.35000000000000003,31.0,0.2833333333333334,43.0,0.5833333333333334,15.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13.0,0.75,31.0,0.7666666666666666,78.0,0.48333333333333334,79.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
427,INGE,1,94.0,0.6833333333333332,106.0,0.6333333333333333,26.0,0.7833333333333333,7.0,0.7833333333333333,103.0,0.7000000000000001,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,165.0,0.6833333333333332,166.0,0.9500000000000001,141.0,0.7000000000000001,150.0,0.7666666666666666,3.0,0.5666666666666668,6.0,0.6833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,69.0,0.6666666666666666,219.0,0.7333333333333334,2.0,0.5166666666666666,104.0,0.5833333333333334,8.0,0.5666666666666668,9.0,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,249.0,0.85,157.0,0.9833333333333334,158.0,0.6,139.0,0.65,18.0,0.5499999999999999,33.0,0.5833333333333334,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,255.0,0.65,70.0,0.7833333333333333,25.0,0.9500000000000001,34.0,0.0,47.0,0.9166666666666666,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,68.0,0.5833333333333334,17.0,0.9500000000000001,34.0,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
